month,day,hour,City,Shape,State,Country,Summary,lat,lng
3.0,18.0,17.0,Sinking Spring,Disk,PA,USA,Shiny metallic saucer-shaped aircraft.,40.3273146,-76.0110488
3.0,18.0,16.0,Ludlow,Sphere,MA,USA,Small round silverfish objects over Masspike.,42.20223475,-72.45946586
3.0,18.0,11.0,Portsmouth,Oval,VA,USA,Never seen this in broad daylight.,36.8354258,-76.2982741
3.0,18.0,11.0,Portsmouth,Oval,VA,USA,"Seen an oval in the sky their were planes flying in the area above it but 
not military planes it traveled east for about 2 mins and the",36.8354258,-76.2982741
3.0,18.0,6.0,Canton,Triangle,MI,USA,"Silent triangular shaped object with flashing white/yellow lights was 
spotted in hovering over neighborhood.",42.308081,-83.48686761
3.0,18.0,0.0,Clinton,Light,MI,USA,"Light has been moving left to right for the passed 3 hours lights 
flickering constantly. ((NUFORC Note: Star or planet?? PD))",32.34672,-90.33908742
3.0,18.0,0.0,Glide,Light,OR,USA,"Lights in sky appeared to be blinking/flashing; got binocs, noticed 1 light 
was red, green, blue,and gold. ((NUFORC Note: Star? PD))",43.3015069,-123.1011753
3.0,18.0,0.0,Newport Beach,Disk,CA,USA,"Blinding light and loud noises, followed by orbs in the sky.",33.6170092,-117.92944
3.0,17.0,22.0,Castro Valley,Triangle,CA,USA,"Triangular craft seen over Castro Valley, CA.",37.715818,-122.0902877
3.0,17.0,22.0,Stamford,Light,CT,USA,Orbs of bright light traveling tightly in formation over LI Sound.,32.373972,-86.1613859
3.0,17.0,21.0,Chula Vista,Fireball,CA,USA,Fiery ball of flames that was no meteor being fallowed by helicopters.,32.6400541,-117.0841954
3.0,17.0,20.0,San Ysidro,Oval,CA,USA,"2050 through 2100 hrs., San Ysidro, CA. I observed two bright flashing 
lights approximately SSW at about 30-degrees elev..",32.5520013,-117.0430812
3.0,17.0,20.0,Goshen,Circle,IN,USA,"Saw 12 to 15 yellowish orange circles flying across the sky. Looked like 
some of the circular objects were bouncing up/down.",41.5824086,-85.8343659
3.0,17.0,20.0,West Linn,Diamond,OR,USA,"Driving home from work through West Linn, OR and noticed a bright diamond 
shaped light in the south east. It was brighter then a plane",45.3656761,-122.612314
3.0,17.0,20.0,Madison,Disk,WI,USA,"On bike path just west of Black Hawk Golf Course. I looked up in the sky 
and it appeared to look like a shooting star. Then I could t",43.074761,-89.3837612
3.0,17.0,19.0,Zephyrhills,Fireball,FL,USA,"Watched a fireball enter the atmosphere then change into what was perceived 
as a star. Then 5 or so seconds later another showed up. Af",28.2336196,-82.1811946
3.0,17.0,6.0,Marshall,Other,MO,USA,Two crafts with numerous orange lights.,39.1230777,-93.1968703
3.0,17.0,5.0,Pine Grove,Sphere,CA,USA,"Yard was lit up and a huge blinding bright light shaped like a sphere was 
moving towards the end of the street.",39.3493389,-123.814182
3.0,17.0,5.0,Pueblo,Triangle,CO,USA,Amber colored lights in triangular formation.,38.187635,-104.5350144
3.0,17.0,4.0,Lagrange,Light,NY,USA,Moving constellations.,41.4487049,-74.2854288
3.0,17.0,1.0,Sterling,Disk,IL,USA,"3 of us have seen this UFO at least 6 times, with an extra friend seeing it 
tonight. It was more flat in shape, and only omitted white",41.788642,-89.6962193
3.0,17.0,1.0,Franklin Furnace,Flash,OH,USA,Lights in the sky.,38.6450783,-82.8487799
3.0,16.0,23.0,Murray,Disk,KY,USA,"A disc fly very low, no sound 6 white lights across the center and multipal 
colors lights between the white lights, going SW.",36.6103334,-88.3147609
3.0,16.0,21.0,Santa Fe,Triangle,NM,USA,"3 glowing red lights flew low over the 599 relief route near the highway 
I-285 junction",35.6869996,-105.9377996
3.0,16.0,21.0,Turlock,Light,CA,USA,"Light flashed in 3 durations moving short distance over head then 
dramatically accelerated and continue to flash as it traveled.",37.4946568,-120.846594
3.0,16.0,21.0,Kernersville,Fireball,NC,USA,Orangish Red glowing lights.,36.1198589,-80.0736532
3.0,16.0,21.0,Denver,Formation,CO,USA,Orange lights in a formation off of I-70.,39.7348381,-104.965327
3.0,16.0,21.0,Ormond Beach,Fireball,FL,USA,We saw a sparking fireball in the night sky.,29.2858129,-81.0558893
3.0,16.0,20.0,Anniston,Flash,AL,USA,3 illuminating green streaks of light in same 3/4 mile.,33.695381,-85.83984218
3.0,16.0,20.0,Nogal,Sphere,NM,USA,"My spouse and I saw bright red orbs off in the horizon. At first I saw 2, 
then they both disappeared at the same time for a few secs.",33.5581325,-105.7077625
3.0,16.0,15.0,Forrest City,Sphere,AR,USA,"Orb like object over Forrest City, Arkansas.",35.0081474,-90.7898341
3.0,16.0,14.0,Mount Shasta,Cigar,CA,USA,"3rd sighting of a tube/cigar shaped craft flying South to North, the 1st 
being stationary over Mt. Shasta City.",41.309875,-122.3105669
3.0,15.0,23.0,Washington D.C.,Chevron,MD,USA,"large boomerang floating across sky in wash.d.c.-observed with night vision 
goggles.",38.899265,-77.1546512
3.0,15.0,22.0,Auburn,Sphere,AL,USA,Close sighting of possible alien orbs.,41.4767352,-81.1443657
3.0,15.0,21.0,Plymouth Meeting,Triangle,PA,USA,"I didn't only see this object but ""felt""; its presence also, like I was 
seeing something I should not have been able to.",40.1105915,-75.28448691
3.0,15.0,20.0,Canton,Other,CT,USA,"Very low flying craft moving slow looked lie a ship with many lights (20). 
If the Goodyear blimp were in town I'd say maybe. Craft disa",42.296059,-83.4462289
3.0,15.0,20.0,London,Light,ON,CANADA,"White flashing stationary light west of London, Ontario.",42.988576,-81.2466429
3.0,15.0,20.0,Barstow,Other,CA,USA,"The object first appeared in the sky around 8:04 PM Barstow time. It 
appeared to have a kind of flame coming from it at first, but then",34.896069,-117.0174409
3.0,15.0,20.0,Omak,Oval,WA,USA,UFO flies above and around Omak around 20:00hrs on 3/15/16.,48.4109853,-119.5275505
3.0,15.0,19.0,Fort Lauderdale,Fireball,FL,USA,Fireball at dusk in south Florida.,26.1254381,-80.1381514
3.0,15.0,16.0,Benicia,Other,CA,USA,Military - Airplane Cloaking Tech being Tested.,38.049365,-122.1585776
3.0,15.0,2.0,Phoenix,Formation,AZ,USA,"((HOAX??)) It was semi transparent shaped like a bomarang but the right 
side was a little shorter. size of a small 727, silent.",33.4485866,-112.0773455
3.0,15.0,2.0,Deland,Cross,FL,USA,"I was on the backside of Blue Lake looking at the stars with my friend. I 
noticed an intense orange circular glow up in the Northern sk",29.0195145,-81.29414163
3.0,15.0,2.0,Myrtle Beach,Triangle,SC,USA,Red light seen in the sky.,33.6956461,-78.8900408
3.0,15.0,2.0,Myrtle Beach,Triangle,SC,USA,"Triangular shape with arched front white lights and red flashing lights, 
stationary for over an hour, seen by 2 people 3 miles apart.",33.6956461,-78.8900408
3.0,15.0,0.0,South Pasadena,Formation,FL,USA,"Odd lights in sky over South Pasadena, Florida.",27.7550276,-82.7376008
3.0,15.0,0.0,Lookout Mountain,Circle,GA,USA,Huge circle couldn't see the sky on either side.,34.9775758,-85.3577362
3.0,14.0,22.0,Hesperia,Light,CA,USA,"Very bright pulsating light that moved in erratic trajectory and seemed to 
teleport through the sky.",34.4263886,-117.3008783
3.0,14.0,22.0,Irrigon,Changing,OR,USA,"First I heard a vibration then a shaking feeling, I thought it was bass 
from music. I felt the sound more than heard it.",45.8956885,-119.4914116
3.0,14.0,20.0,Brooksville,Other,FL,USA,Slow moving circular segment with bright lights traveling low in the sky.,28.5552719,-82.3878708
3.0,14.0,13.0,Orlando,Cigar,FL,USA,"Looking East over Hiawassee Road I saw a bright light in the sky. The light 
was cigar shaped. It was reddish orange on the top half",28.5479786,-81.41278409
3.0,14.0,3.0,Farmington,Other,NM,USA,A golden window appeared in my bed room.,36.7304288,-108.208919
3.0,14.0,2.0,Portland,Disk,OR,USA,While standing in my back yard I was watching the dark clouds coming in.,45.5202471,-122.6741948
3.0,13.0,22.0,Huntington Beach,Flash,CA,USA,Green blue flashes in Huntington Beach.,33.6783336,-118.0000165
3.0,13.0,22.0,Raleigh,Circle,NC,USA,"Walking around and was looking at the sky when i seen a red cirle shap in 
the air moving in the sky. I thought it was a plane of some s",35.7803977,-78.6390988
3.0,13.0,21.0,Pueblo,Formation,CO,USA,3 big bright red lights in triangular formation in the night sky.,38.187635,-104.5350144
3.0,13.0,21.0,Ravena,Light,NY,USA,"Rather large brilliantly bright stationary object, bigger than a helicopter 
hovering to the East of I-87",42.4684148,-73.8162353
3.0,13.0,21.0,Los Fresnos,Light,TX,USA,14 orange lights seen traveling the same path within 15 minutes.,26.0717438,-97.4763732
3.0,13.0,20.0,Mineral Springs,Light,NC,USA,"My wife and I sitting on our back deck noticed a bright light to the SW, 
left of Orion. ((NUFORC Note: Sirius. PD))",34.9440441,-80.2411734
3.0,13.0,5.0,Washington D.C.,Flash,MD,USA,"I want to be clear on this event, I was on my way to N.H from Doswell 
Virginia, after staying the night in Kings dominion Best western.",38.899265,-77.1546512
3.0,13.0,0.0,Parry Sound,Circle,ON,CANADA,White craft followed by red craft near Parry Sound Ontario Sunday Morning,45.3402359,-80.0370221
2.0,29.0,23.0,Harbor Beach,Light,MI,USA,Yellow/white ball of light.,43.8416816,-82.6415956
2.0,29.0,23.0,Sebastian,Triangle,FL,USA,"6 low flying craft with loud engines and 2 white lights on wings and 2 red 
flashing lights near center",27.816415,-80.4706077
2.0,29.0,23.0,Salunga,Triangle,PA,USA,Pennsylvania triangular aircraft sighting.,40.1009294,-76.4246851
2.0,29.0,22.0,York,Triangle,PA,USA,"Myself and 2 friends of mine were driving to the store and noticed a small 
string of connected lights and didn't think much of it. I su",39.962398,-76.7273919
2.0,29.0,20.0,Port Hope,Light,ON,CANADA,"Strange glowing lights, approximately 4, moving in circular motion through 
the clouds lighting up behind the clouds.",43.9508384,-78.2917518
2.0,29.0,20.0,Warner Robins,Fireball,GA,USA,"There were several (8 or 9) glowing orange balls of light moving north 
north-east.",32.598313,-83.62567691
2.0,29.0,19.0,Athens,Other,GA,USA,Object with a line of white lights moving slowly and close to the ground.,33.94385375,-83.39728979
2.0,29.0,19.0,Stover,Formation,MO,USA,"At least 6 orange orbs appeared and disappeared S-SE of Stover, MO.",38.4408563,-92.9918651
2.0,29.0,19.0,Chandler,Triangle,AZ,USA,"Flashing red/orange light looking like it was on fire in the sky near 
Warner & Dobson Rds in Chandler, Az then disappeared!!!",33.3067132,-111.8408488
2.0,29.0,19.0,Sarasota,Circle,FL,USA,"Two bright orange orbs were moving west to east, one behind the other. They 
seemed to have a ""gassy"" look and sparks were falling.",27.3364347,-82.5306526
2.0,29.0,18.0,Bolivar,Light,MO,USA,"I was driving N from Bolivar, MO, to Hermitage Mo and then to Urbana at 
approx. 6:45 I noticed a bright light in the northern sky the",37.6144838,-93.4104748
2.0,29.0,18.0,Edwards,Chevron,CA,USA,"Line of numerous lights moving in unison toward the W, disappearing and 
reappearing, multiple witnesses. Possibly a single object.",34.9260827,-117.9350682
2.0,29.0,18.0,San Antonio,Cigar,TX,USA,"Metallic cigar shaped objects. Changed to round or were pulling away 
upwards.",29.4246002,-98.4951404
2.0,29.0,18.0,Mojave,Circle,CA,USA,Line of lights high above the Mojave Desert near Mojave.,35.010985,-118.1903243
2.0,29.0,18.0,Parker,Light,CO,USA,"Lights flickered in the sky, eventually surrounding one larger, brighter 
light.",32.7599475,-97.7935766
2.0,29.0,17.0,Ridgecrest,Cigar,CA,USA,"Multiple lights in the sky, burnout.",35.6225064,-117.6699413
2.0,29.0,17.0,Worcester,Changing,MA,USA,Day time morphing ufo. From one object to 5 objects !!,42.2625932,-71.8022933
2.0,29.0,1.0,Alpharetta,Light,GA,USA,"2 lights flying with abnormal way, similar to an insect",34.0709576,-84.2747328
2.0,29.0,1.0,Phoenix,Circle,AZ,USA,"UFO sighting over Phoenix, AZ 02/29/16",33.4485866,-112.0773455
2.0,29.0,0.0,Thornton,Fireball,CO,USA,2 orange fireballs traveling together.,39.9174732,-104.905461
2.0,28.0,22.0,Marshfield,Triangle,MO,USA,"The craft was close enough we could see it perfectly, it was a triangle 
craft, low flying and completely silent.",37.338658,-92.9071208
2.0,28.0,22.0,Tannersville,Circle,PA,USA,"Blue/white orb spotted at a very low altitude moving in a linear fashion at 
a medium-high speed.",41.0400917,-75.3057386
2.0,28.0,22.0,Tannersville,Circle,PA,USA,Bright ball of light shooting past us.,41.0400917,-75.3057386
2.0,28.0,21.0,Centreville,Triangle,VA,USA,V-shaped UFO flew by directly overhead fast and silently.,38.8403909,-77.4288768
2.0,28.0,21.0,Rosiclare,Triangle,IL,USA,"7 ""satellite"" objects within five minutes? ((NUFORC Note: Possible 
sightings of satellites?? PD))",37.4236626,-88.3461482
2.0,28.0,20.0,Suffern,Chevron,NY,USA,"Many hovering, quiet aircraft over Rockland Co (NY) & Bergen County (NJ).",41.115137,-74.1493949
2.0,28.0,20.0,DuBois,Light,PA,USA,"Increase from soft light to a bright glow, 90 degree movement.",41.119228,-78.7600299
2.0,28.0,20.0,Bandon,Oval,OR,USA,"Bright white hovering oval light with spires shooting out from it. Looks 
like a star, but doesn't twinkle. Isn't a planet.",43.118913,-124.4083219
2.0,28.0,19.0,Livingston,Cigar,MT,USA,"40 foot long Cigar shaped object with 2 beaming lights transitioning from 
white to green, very bright, moving in an unidentified motion",45.671445,-110.5292599
2.0,28.0,19.0,Colorado Springs,Circle,CO,USA,Read full report.,38.8339578,-104.8253484
2.0,28.0,18.0,New York City,Light,NY,USA,"Two bright stationary lights seen in the sky. ((NUFORC Note: Possible 
landing lights on approaching airliners?? PD))",40.7305991,-73.9865811
2.0,28.0,17.0,Pittstown,Triangle,NJ,USA,"Diamond shaped shiny reflective ufo sighted in Hunterdon County, NJ.",40.5821362,-74.9589825
2.0,28.0,16.0,Goose Creek,Cylinder,SC,USA,"It was moving northwest slow about 5000 feet off ground then stopped and 
started moving south. We turned around to slap a picture.",32.9961038,-80.0387291
2.0,28.0,15.0,Charlotte,Other,NC,USA,"Daytime sighting of Boeing 737s suspended motionless in air over 485 
outside Charlotte.",35.2270869,-80.8431267
2.0,28.0,15.0,Laveen,Triangle,AZ,USA,"White, shiny triangles.",33.3618814,-112.153386
2.0,28.0,6.0,Rubidoux,Light,CA,USA,Bright blue ufo and major power outage in my town.,33.994015,-117.4237406
2.0,28.0,5.0,Ivy Bluff,Light,TN,USA,"Very large, bright & slowly flashing object moving across the western 
horizon heading south!",35.6609056,-86.0313773
2.0,28.0,5.0,Washington,Light,PA,USA,"I saw a bright light in the sky that was brighter then the north star so I 
filmed it and it started moving in every direction and expan",40.1943798,-80.254125
2.0,28.0,3.0,Westminster,Chevron,CO,USA,Three white lights in chevron formation shoot across sky and then vanish.,39.856637,-105.0354826
2.0,28.0,1.0,Osceola,Rectangle,IN,USA,"((HOAX??)) While I was outside, I observed an Orb flying low zipping around 
like it was filming the area.",45.3205199,-92.7049302
2.0,27.0,22.0,Eastham,Sphere,MA,USA,"Multiple ""bulbs"" traveling from sea shelf Coast Guard to Bayside.",41.8301081,-69.9739069
2.0,27.0,21.0,Farmington,Changing,MO,USA,"Large rod ufo moving toward St. Louis, Missouri, from Farmingtom, Missouri.",36.7304288,-108.208919
2.0,27.0,21.0,Erlanger,Triangle,KY,USA,Red triangular shape bouncing and hovering in the sky.,39.0167275,-84.6007772
2.0,27.0,20.0,Fort Collins,Other,CO,USA,Dark red object flies fast in weird directions over night sky.,40.5508527,-105.0668084
2.0,27.0,20.0,Sioux City,Formation,IA,USA,"My husband and I were grilling when I saw a boomerang shaped object that 
was translucent and very dimly lit in a peachy/pink color. It",42.4966815,-96.4058781
2.0,27.0,20.0,Holiday,Fireball,FL,USA,"My stepfather saw them first as he was driving home, he called my mother 
and I out once he drove up and toward the south west from our",28.187755,-82.74160797
2.0,27.0,20.0,Palm Bay,Sphere,FL,USA,Orange glowing lights over Palm Bay.,28.0331886,-80.6429694
2.0,27.0,15.0,Delray Beach,Cigar,FL,USA,"Bright, rectangular shaped object over the Atlantic Ocean, in Delray Beach, 
FL.",26.4614625,-80.07282
2.0,27.0,6.0,Creede,Sphere,CO,USA,"Two spheres, bright as Jupiter, then faded after several minutes.",37.8483224,-106.9254766
2.0,27.0,1.0,Dillsburg,Light,PA,USA,"3 motionless, bright lights in the sky for about 3 minutes, then very 
quickly moved out of view.",40.1141614,-77.0375221
2.0,26.0,21.0,Poland,Triangle,ME,USA,"Triangle craft moving slowly with a blue light in each point. The front 
facing point was shining a bright beam of light.",44.060946,-70.3942109
2.0,26.0,20.0,Houston,Triangle,TX,USA,"I saw a traingle shaped object in the sky no lights but blended into the 
darkness like it was moving through water. Lasted few seconds",29.675779,-95.40215851
2.0,26.0,20.0,Cedar Hill,Cone,MO,USA,"This ""thing"" was flashing colors, and every few often the horizon line 
would glow. ((NUFORC Note: Possibly Sirius? PD))",37.6325499,-90.6451231
2.0,26.0,20.0,Chandler,Light,AZ,USA,"Heard a loud helicopter so I knew it was military and I ran outside right 
after my house began to tremble. Saw a helicopter fly right o",33.3067132,-111.8408488
2.0,26.0,19.0,Sacaton,Disk,AZ,USA,"Was exiting Gila River Reservation, Sacaton. Noticed three lights blinking, 
just hovering near the desert, east of Interstate 10.",33.0767226,-111.7392992
2.0,26.0,19.0,White Sulphur Springs,Disk,MT,USA,"S sky bright lights, white, green and red flashing with no movement for 20 
min. +. ((NUFORC Note: Possible sighting of Sirius? PD))",46.548394,-110.9028869
2.0,26.0,15.0,Gainesville,Cylinder,MO,USA,"Was outside walking my cat and seen this object fly over.

It made no sound, had no wings. Possibly no windows. It was Cylinder shape",36.6031184,-92.4282169
2.0,26.0,13.0,Palm Springs,Disk,AZ,USA,"Picture taken, object cannot be explained. No reflection possible we can 
explain. Have photo to share",33.4047711,-111.5384661
2.0,26.0,9.0,Niceville,Fireball,FL,USA,"4 large fireballs, veritical line, slow moving, and spaced perfectly.",30.522651,-86.49145292
2.0,26.0,9.0,Chandler,Light,AZ,USA,Daytime silver streak.,33.3067132,-111.8408488
2.0,26.0,5.0,Mount Bethel,Triangle,PA,USA,"Triangular craft observed in the sky at sunrise, moving west to east, right 
above the tree line.",40.9048188,-75.1115653
2.0,26.0,1.0,Brookings,Diamond,SD,USA,Moving star-like object with short red and blue beams coming out of it.,44.311461,-96.7984399
2.0,26.0,0.0,Vancouver,Disk,BC,CANADA,"I observed UFO through 15x70 binoculars, so close that I could see black 
dust on the walls of the ""vehicle.""",49.2608944,-123.1139382
2.0,26.0,0.0,Lompoc,Light,CA,USA,Mysterious light activity observed during rocket launch from VAFB,34.6391501,-120.4579408
2.0,25.0,22.0,Hamilton,Light,MT,USA,Lights surrounding an airplane with helicopter in pursuit.,46.2561815,-114.1546423
2.0,25.0,21.0,Alamogordo,Sphere,NM,USA,"We saw 2 orange orbs stationary, side by side on the horizon. Within 
seconds, the first orb disappeared, then the second disappeared.",32.8997997,-105.9603397
2.0,25.0,21.0,Waterflow,Light,NM,USA,"Two bright lights disappear over Farmington, NM.",36.7597652,-108.4821474
2.0,25.0,19.0,Johnson Creek,Triangle,WI,USA,"Triangle shaped ufo clearly seen coming back to Milwaukee from the WIAA 
state wrestling tournament. Was initially thought to be a helic",44.775982,-89.5803591
2.0,25.0,12.0,Rancho Bernardo,Formation,CA,USA,A formation of objects swirling and changing brightness.,33.0186103,-117.0610494
2.0,25.0,4.0,Clements,Circle,AL,USA,White sphere.,33.734515,-87.2826489
2.0,25.0,0.0,Jacksonville,Circle,FL,USA,"((HOAX??)) I stepped outside during night hours and look up to the sky, 
because I'm a skeptic. Started seeing these odd white lights.",30.3321838,-81.6556509
2.0,24.0,20.0,Sodaville,Disk,OR,USA,Disc shaped glowing lights tonight with pictures and video!,44.4833945,-122.8699822
2.0,24.0,19.0,Copan,Other,OK,USA,"We were driving back from Dewey, OK; my husband who was sitting passenger 
said look at that!! There was three bright, orange lights.",36.8975794,-95.9260926
2.0,24.0,19.0,Spokane,Light,WA,USA,Bright star like object that crossed sky then went straight up out of sight.,47.6588603,-117.4247133
2.0,23.0,22.0,Riverside,Light,CA,USA,"Strange light appears out of thin air and shoots down into earth, but not 
before disappearing again.",33.9533546,-117.3961622
2.0,23.0,22.0,Dieppe,Fireball,NB,CANADA,"Glowing orange star, or Mars look-alike, floating in sky.",46.0945258,-64.7354771
2.0,23.0,20.0,Meridian,Circle,ID,USA,"First time I saw it I ignored it. Thought it was an airplane or some 
flickering Star that would go away. But every night now for about",43.6086295,-116.3923259
2.0,23.0,18.0,Auburn,Formation,WA,USA,"Two formations of bright objects (13 in total) flying from East to West 
over the Auburn Valley, in WA.",47.3075369,-122.2301807
2.0,23.0,18.0,Auburn,Cylinder,WA,USA,"They came at first a few together than more in larger groups then smaller 
scattered groups, last just 3 then 1, all coming from the nor",47.3075369,-122.2301807
2.0,23.0,18.0,Leander,Cigar,TX,USA,"Cigar-shaped object about the size of an airliner tracking slowly across 
the sky.",30.5586046,-97.8444363
2.0,23.0,6.0,Livermore,Cone,CA,USA,Cone shaped several colors falling fast right in front of moon,37.6820583,-121.768053
2.0,22.0,23.0,Ft. Myers,Light,FL,USA,"Very quick moving yellow/orange light moving away from me below clouds, 
went over horizon and did not see again",26.47036109,-81.76928287
2.0,22.0,23.0,Warren,Other,MI,USA,Star burst object.,42.4775364,-83.0277
2.0,22.0,23.0,Fredericksburg,Sphere,VA,USA,"This wasn't natural seem to be large slow moving no sound and extremely 
bright lighting up tree tops.",38.3031837,-77.4605398
2.0,22.0,23.0,Kansas City,Light,KS,USA,"White/blue light seen southwest of Kansas City, Kansas.",39.1146799,-94.7495245
2.0,22.0,22.0,Alamogordo,Sphere,NM,USA,"Outside @~ 8:00pm on the E bench of the mountains above the city. We 
noticed some orange orbs flashing on and off north of the base.",32.8997997,-105.9603397
2.0,22.0,22.0,Binghamton,Circle,NY,USA,"3 circles of lights with little light clusters in the centers of each. 
Hovering slowly.",42.096968,-75.9143409
2.0,22.0,21.0,Vancouver,Disk,OR,USA,"Blue object over Portland, Oregon.",45.6030456,-122.6783623
2.0,22.0,20.0,Mountlake Terrace,Sphere,WA,USA,((HOAX??)) Flying red and orange round lights in sky.,47.7909667,-122.3066394
2.0,22.0,19.0,Durham,Light,NC,USA,Two green one white light seen over South Square.,35.9940329,-78.8986189
2.0,22.0,19.0,Lebanon,Fireball,MO,USA,"Several Orange Globe Fireball Lights Low in the Sky, Winking Out and Coming 
Back In Other Locations.",39.607851,-81.2731698
2.0,22.0,18.0,Wilkeson,Triangle,WA,USA,"Triangle shaped craft spotted above Wilkeson, WA.",47.1053802,-122.0456672
2.0,22.0,13.0,Odessa,Circle,FL,USA,"On February 22, 2016, at approx. 13:00 hrs., this obj. in the photo flew by 
in a NE dir.. ((NUFORC Note: Lens flare from Sun. PD))",28.183222,-82.55402782
2.0,22.0,6.0,Tracy,Light,CA,USA,Blue light streaking across Tracy.,37.718829,-121.4343798
2.0,22.0,6.0,Preston,Teardrop,MN,USA,"My mom, two brothers, and myself were driving down the road from Fountain 
to Preston and as we were driving we saw a floating craft wit",43.6702423,-92.0832156
2.0,22.0,6.0,Cincinnati,Light,OH,USA,"Bright light moving south to north very high rate of speed was not a plane 
brightness of a star",39.1014537,-84.5124601
2.0,22.0,4.0,Bakersfield,Light,CA,USA,"Saw an unidentifiable flying object in the sky shooting beams of light 
during an earthquake.",35.3738712,-119.0194638
2.0,21.0,21.0,San Rafael,Light,CA,USA,Triangular and rectangular formations of hovering lights over Bay,37.9735346,-122.5310873
2.0,21.0,20.0,Grand Rapids,Sphere,MI,USA,"5-6 orbs in the form of a line in 4 and 2 behind it with gaps in between. 
Yellow/orange colored over antenna in the city",42.9632405,-85.6678638
2.0,21.0,19.0,Sandy,Fireball,OR,USA,Huge ball of light falls to earth after stalling.,45.3974065,-122.2614547
2.0,21.0,19.0,Harrison,Circle,NY,USA,"At approximately 7:00 pm on February 21, 2016 Myself, my husband & my son 
saw 11-12 clear bright orange lights moving in a v formation",40.9689871,-73.7126299
2.0,21.0,15.0,Baltimore,Oval,MD,USA,"Three oval-shaped objects came together and flew in formation before 
separating and flying away.",39.2908816,-76.6107589
2.0,21.0,6.0,Arvada,Circle,CO,USA,"Small balls of light changing positions, sharp turns.",39.8211225,-105.2207429
2.0,20.0,23.0,San Luis Obispo,Fireball,CA,USA,"Orange fireball, emitted a blinking object and flew upwards until it was as 
small as a star.",35.2827525,-120.6596155
2.0,20.0,23.0,Suffield,Light,CT,USA,"Strange orange constant glowing light, coming over from the mountain top of 
West Suffield area, heading towards Southwick, Congamond",41.5410322,-72.8544022
2.0,20.0,20.0,Oak Island,Circle,NC,USA,"Red-orange circular objects seen in southern sky over ocean off of Oak 
Island, NC",33.9046184,-78.0827698
2.0,20.0,19.0,Lakeland,Circle,FL,USA,Eight gold colored orbs of light.,28.0470698,-81.9539368
2.0,20.0,19.0,Gresham,Flash,OR,USA,Super bright flash of light a week after a wave of UFO sightings,45.5067406,-122.4367057
2.0,20.0,19.0,Belleville,Circle,NJ,USA,4 ufos moving silently across the sky. 2 were in formation.,40.7937116,-74.1501437
2.0,20.0,18.0,Hanover,Light,PA,USA,"6 red lights moving slowly, in two sets of 3, E to W, changing formations. 
Have video footage of second set.",39.8063247,-76.9842734
2.0,20.0,18.0,Saint Francis,Changing,KS,USA,"My friend and I were driving down the road and looked up over a wheat field 
and seen one red dot that was stationary.",39.7722151,-101.7998969
2.0,20.0,17.0,Towson,Fireball,MD,USA,"Noticed streaks in the sky while driving. At first one, then two, then 
three.",39.4018552,-76.6023879
2.0,20.0,16.0,Peoria,Light,AZ,USA,Set of four lights flying in formation.,33.5766205,-112.2398261
2.0,20.0,16.0,Emmett,Light,ID,USA,"Diamond shaped light hovering over hills, radio station fuzzed out.",43.8734979,-116.4993011
2.0,20.0,5.0,Colerain Township,Cylinder,OH,USA,"Cylindrical object in the southern sky with glowing red and white lights in 
the lower half.",39.2584995,-84.63292607
2.0,20.0,1.0,Mesa,Triangle,AZ,USA,"Very low, large, fast traveling lights that just disappeared quickly with 
no clouds in the sky. There were 3 lights in a triangle shape",33.436188,-111.5860661
2.0,19.0,23.0,Esko,Circle,MN,USA,"I was letting my dogs back in from outside, and suddenly noticed something 
moving, at first I thought it was an airplane, but clearly w",46.7052335,-92.3634087
2.0,19.0,22.0,Newtown,Light,OH,USA,"A very bright light, brighten than star, appeared then shot off straight, 
and stopped again., three times then disappeared rapidly.",39.1245048,-84.3616059
2.0,19.0,21.0,Florence,Light,AL,USA,"6 lights in line formation moving northeast from Oneil bridge area over 
Florence, AL.",29.425683,-98.4674859
2.0,19.0,21.0,Hoffman,Teardrop,IL,USA,"Greenish white fireball ,that was going west in a descending arc, brightly 
visible for several seconds.",38.5413716,-89.2635989
2.0,19.0,21.0,Kingston,Light,IL,USA,"5 hovering lights near Kingston, IL.",41.928781,-74.0023699
2.0,19.0,21.0,Columbus,Flash,OH,USA,"Over the South side of Columbus, Ohio.",39.9622601,-83.0007064
2.0,19.0,21.0,Churchville,Egg,PA,USA,"After hearing helicopter in area for approx. 5 minutes, I looked out window 
and coming from S to N is a helicopter.",40.1973955,-74.99828612
2.0,19.0,20.0,Evansville,Circle,IN,USA,"Blue and white streak with tail traveling in NE sky that disappeared then 
followed by a blue circular shape with a white ring twice.",37.9747645,-87.5558482
2.0,19.0,19.0,Pueblo,Sphere,CO,USA,"Group of 6-7 red-orange spheres, moving independently at different altitudes",38.187635,-104.5350144
2.0,19.0,19.0,Pueblo,Sphere,CO,USA,6-8 orange orbs in the night sky.,38.187635,-104.5350144
2.0,19.0,19.0,Santa Rosa,Light,CA,USA,"My husband and I watched 4 orange lights fly slowly and quietly towards us 
over a fairly busy intersection.As they ascended the lights",38.4404675,-122.7144313
2.0,19.0,19.0,Nashville,Light,TN,USA,Two Large Oval Lights Above the Clouds Two Nights in One Week,36.1622296,-86.774353
